Sample	Gigpad_ID	Lane	Index	ERCC_Mix	File_directory	Batch	Label	Reference_genome	Library_Type
081V_pre	081V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
082V_pre	082V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
086V_pre	086V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
088V_pre	088V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
089V_pre	089V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
092V_pre	092V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
093V_pre	093V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
096V_pre	096V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
098V_pre	098V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
099V_pre	099V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
100V_pre	100V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
102V_pre	102V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
103V_pre	103V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
104V_pre	104V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
105V_pre	105V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
106V_pre	106V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
107V_pre	107V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
108V_pre	108V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
109V_pre	109V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
110V_pre	110V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
111V_pre	111V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
112V_pre	112V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
113V_pre	113V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
114V_pre	114V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
115V_pre	115V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
116V_pre	116V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
118V_pre	118V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
120V_pre	120V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
122V_pre	122V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
123V_pre	123V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
124V_pre	124V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
125V_pre	125V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
126V_pre	126V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
127V_pre	127V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
129V_pre	129V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
132V_pre	132V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
133V_pre	133V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
135V_pre	135V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
136V_pre	136V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
137V_pre	137V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
138V_pre	138V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
139V_pre	139V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
140V_pre	140V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
141V_pre	141V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
142V_pre	142V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
143V_pre	143V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
144V_pre	144V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
145V_pre	145V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
149V_pre	149V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
150V_pre	150V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
151V_pre	151V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
152V_pre	152V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
153V_pre	153V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
154V_pre	154V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
156V_pre	156V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
157V_pre	157V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
159V_pre	159V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
160V_pre	160V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
162V_pre	162V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
163V_pre	163V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
164V_pre	164V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
