sample_id	file	total_mass	internal_scale	external_scale
pre_52	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/074V_pre.abundances.cxb	3.42711e+07	1.87907	1
pre_53	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/076V_pre.abundances.cxb	3.09958e+07	1.58661	1
pre_54	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/078V_pre.abundances.cxb	3.34332e+07	1.7461	1
pre_55	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/079V_pre.abundances.cxb	3.21533e+07	1.70796	1
pre_56	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/080V_pre.abundances.cxb	4.41009e+07	2.25895	1
pre_57	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/081V_pre.abundances.cxb	3.09823e+07	1.6806	1
pre_58	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/082V_pre.abundances.cxb	1.80462e+07	1.08388	1
pre_59	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/086V_pre.abundances.cxb	1.1677e+07	0.484592	1
pre_60	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/088V_pre.abundances.cxb	3.42105e+07	1.95699	1
pre_61	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/089V_pre.abundances.cxb	3.63863e+07	1.99388	1
pre_62	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/092V_pre.abundances.cxb	5.43237e+07	2.94655	1
pre_63	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/093V_pre.abundances.cxb	4.61834e+07	2.56917	1
pre_64	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/096V_pre.abundances.cxb	1.24888e+07	0.643048	1
pre_65	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/098V_pre.abundances.cxb	3.86939e+07	2.25046	1
pre_66	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/099V_pre.abundances.cxb	4.38077e+07	2.35775	1
pre_67	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/100V_pre.abundances.cxb	3.81556e+07	2.10298	1
pre_68	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/102V_pre.abundances.cxb	3.83778e+07	2.04726	1
pre_69	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/103V_pre.abundances.cxb	3.4405e+07	1.94291	1
pre_70	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/104V_pre.abundances.cxb	2.90126e+07	1.5823	1
pre_71	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/105V_pre.abundances.cxb	2.97999e+07	1.61165	1
pre_72	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/106V_pre.abundances.cxb	3.11981e+07	1.63926	1
pre_73	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/107V_pre.abundances.cxb	2.78692e+07	1.48666	1
pre_74	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/108V_pre.abundances.cxb	3.44606e+07	1.92988	1
pre_75	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/109V_pre.abundances.cxb	3.13015e+07	1.66834	1
pre_76	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/110V_pre.abundances.cxb	3.19501e+07	1.74563	1
pre_77	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/111V_pre.abundances.cxb	3.69959e+07	1.90546	1
pre_78	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/112V_pre.abundances.cxb	3.25745e+07	1.85622	1
pre_79	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/113V_pre.abundances.cxb	3.31124e+07	1.95462	1
pre_80	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/114V_pre.abundances.cxb	3.49471e+07	1.97848	1
pre_81	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/115V_pre.abundances.cxb	3.98102e+07	2.0337	1
pre_82	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/116V_pre.abundances.cxb	2.66722e+07	1.41006	1
pre_83	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/118V_pre.abundances.cxb	2.66096e+07	1.3803	1
pre_84	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/120V_pre.abundances.cxb	3.17554e+07	1.78619	1
pre_85	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/122V_pre.abundances.cxb	3.38925e+07	1.87583	1
pre_86	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/123V_pre.abundances.cxb	3.42764e+07	1.84287	1
pre_87	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/124V_pre.abundances.cxb	3.4054e+07	1.93367	1
pre_88	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/125V_pre.abundances.cxb	2.70734e+07	1.48265	1
pre_89	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/126V_pre.abundances.cxb	3.54336e+07	2.11753	1
pre_90	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/127V_pre.abundances.cxb	3.21254e+07	1.75321	1
pre_91	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/129V_pre.abundances.cxb	3.19093e+07	1.75911	1
pre_92	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/132V_pre.abundances.cxb	3.37745e+07	1.88541	1
pre_93	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/133V_pre.abundances.cxb	3.36304e+07	2.01738	1
pre_94	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/135V_pre.abundances.cxb	3.0957e+07	1.76743	1
pre_95	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/136V_pre.abundances.cxb	3.15082e+07	1.74798	1
pre_96	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/137V_pre.abundances.cxb	3.098e+07	1.8988	1
pre_97	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/138V_pre.abundances.cxb	2.3361e+07	1.26938	1
pre_98	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/139V_pre.abundances.cxb	3.37518e+07	1.9933	1
pre_99	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/140V_pre.abundances.cxb	3.73392e+07	2.08205	1
pre_100	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/141V_pre.abundances.cxb	3.01119e+07	1.72953	1
pre_101	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/142V_pre.abundances.cxb	2.86162e+07	1.55626	1
pre_102	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/143V_pre.abundances.cxb	3.29295e+07	1.91359	1
pre_103	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/144V_pre.abundances.cxb	2.98403e+07	1.62559	1
pre_104	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/145V_pre.abundances.cxb	3.20967e+07	1.7935	1
pre_105	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/149V_pre.abundances.cxb	3.38712e+07	2.04448	1
pre_106	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/150V_pre.abundances.cxb	3.90635e+07	2.29834	1
pre_107	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/151V_pre.abundances.cxb	3.34564e+07	1.8252	1
pre_108	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/152V_pre.abundances.cxb	3.62291e+07	2.04226	1
pre_109	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/153V_pre.abundances.cxb	3.03324e+07	1.655	1
pre_110	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/154V_pre.abundances.cxb	3.39038e+07	1.88178	1
pre_111	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/156V_pre.abundances.cxb	3.4856e+07	1.93641	1
pre_112	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/157V_pre.abundances.cxb	3.81635e+07	2.14058	1
pre_113	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/159V_pre.abundances.cxb	3.44577e+07	1.9324	1
pre_114	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/160V_pre.abundances.cxb	3.16035e+07	1.78631	1
pre_115	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/162V_pre.abundances.cxb	2.95459e+07	1.61788	1
pre_116	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/163V_pre.abundances.cxb	2.73516e+07	1.57493	1
pre_117	/n/data1/hms/genetics/seidman/danny/RNASEQ/alextwc/20160912Cuffquant/CXBfiles/164V_pre.abundances.cxb	2.74513e+07	1.49681	1
